scenario_id,hazard,start,duration_h,param_landfall_lon,param_max_wind,param_radius_max_wind_km,param_holland_b,param_forward_speed_kmh,param_track_bearing_deg,param_rain_rate_mm_h,param_surge_peak_m,param_landfall_bucket,param_peak_temp_c,param_inland_amplification,param_overnight_min_c,param_humidity,param_days,param_wind_ms,param_centre_lat,param_centre_lon,param_radius_deg,param_rain_total_mm,param_temp_c,param_drought_index,param_rain_mm
BASE-20231129-040,baseline,2023-11-29,24,,,,,,,,,,,,,,,10.71553873263279,,,,,12.373779840438264,,0.8564809020556103
BASE-20240301-041,baseline,2024-03-01,24,,,,,,,,,,,,,,,9.007819459527598,,,,,15.78652336806004,,7.126173536462119
BASE-20231003-042,baseline,2023-10-03,24,,,,,,,,,,,,,,,4.63470071360144,,,,,13.697325720208482,,2.553432293778129
HURR-20250104-043,hurricane,2025-01-04,72,-85.50047573095222,58.70697856500415,29.389588529276374,1.6693380655798453,15.532205911623151,4.116722766855887,18.845246948709583,3.3295298488284053,5.0,,,,,,,,,,,,,
HURR-20250618-044,hurricane,2025-06-18,72,-82.983024530025,46.71229038690038,33.62776043047728,1.3894104559633265,28.534704723589023,-26.57580248331189,14.669258063800312,1.1880710835549773,6.0,,,,,,,,,,,,,
HEAT-20250129-045,heatwave,2025-01-29,168,,,,,,,,,,43.56322021154006,3.947232480505689,24.33941807592865,0.7632028190625408,7.0,1.2549036750071572,,,,,,,
HEAT-20250220-046,heatwave,2025-02-20,120,,,,,,,,,,41.52880012692078,3.7698055240813617,22.659536452253395,0.7796014106862879,5.0,4.100159206335724,,,,,,,
HEAT-20250219-047,heatwave,2025-02-19,168,,,,,,,,,,43.353119540194605,1.732258459164457,22.700648895980603,0.7335736810891094,7.0,3.5296526136126034,,,,,,,
HEAT-20250220-048,heatwave,2025-02-20,120,,,,,,,,,,38.217493098349586,2.1533224420035064,27.530224660231777,0.7656677012976412,5.0,1.870402052179859,,,,,,,
HEAT-20250404-049,heatwave,2025-04-04,168,,,,,,,,,,40.37920845836956,2.264225117198515,27.384199879303345,0.5138210873136289,7.0,4.128885477024877,,,,,,,
INLA-20250209-050,inland_flood,2025-02-09,36,,,,,,,,,,,,,,,21.554959722424346,32.124237268639,-82.10861796644757,0.501310197355494,194.4942891251713,,,
INLA-20250724-051,inland_flood,2025-07-24,36,,,,,,,,,,,,,,,18.201633498490725,30.7331199362484,-84.20216168530898,0.593080642016017,234.8600017566736,,,
INLA-20250619-052,inland_flood,2025-06-19,36,,,,,,,,,,,,,,,16.068164232449774,31.29787447071086,-82.22736993156686,0.6043103589450767,238.8383789056538,,,
INLA-20250703-053,inland_flood,2025-07-03,36,,,,,,,,,,,,,,,10.790061001719074,32.525770822018906,-83.5933525505441,0.9343364497181792,311.45843652519477,,,
INLA-20250402-054,inland_flood,2025-04-02,36,,,,,,,,,,,,,,,16.99983817069589,31.52164415548853,-83.94362323198818,0.6163607550672852,102.11392779022887,,,
INLA-20250309-055,inland_flood,2025-03-09,36,,,,,,,,,,,,,,,20.07666428847967,32.38282132348388,-84.66704794301212,0.738321117429845,233.55332905372168,,,
WILD-20250101-056,wildfire,2025-01-01,48,,,,,,,,,,,,,0.16780556827396945,,20.403259562215457,31.662321805741048,-85.27777458858773,0.747379366157072,,36.25789636425356,0.9443020381521763,
WILD-20250201-057,wildfire,2025-02-01,48,,,,,,,,,,,,,0.15427861607420307,,19.084844054748178,31.028499195923917,-85.41664146672194,0.5714792786997384,,39.96383829718139,0.9004025353760227,
WILD-20241220-058,wildfire,2024-12-20,48,,,,,,,,,,,,,0.09307051252998641,,20.152563811433264,32.007110622031924,-83.80164340950327,0.926464220198281,,35.88308170068623,0.73483226413971,
BASE-20250307-059,baseline,2025-03-07,24,,,,,,,,,,,,,,,8.661014172650223,,,,,20.097730249963675,,6.500960980215088
BASE-20250211-060,baseline,2025-02-11,24,,,,,,,,,,,,,,,6.504376534687283,,,,,21.97316269412607,,10.194605861057488
BASE-20240928-061,baseline,2024-09-28,24,,,,,,,,,,,,,,,5.999569200055487,,,,,17.881191388054432,,0.4645414887583561
BASE-20250326-062,baseline,2025-03-26,24,,,,,,,,,,,,,,,10.97760901665735,,,,,25.49458206849175,,6.719142852521984
BASE-20250517-063,baseline,2025-05-17,24,,,,,,,,,,,,,,,10.581725945139977,,,,,18.051376414066134,,9.701431903550153
BASE-20250716-064,baseline,2025-07-16,24,,,,,,,,,,,,,,,10.157156244770793,,,,,18.467813487058965,,10.019506601264094
BASE-20240911-065,baseline,2024-09-11,24,,,,,,,,,,,,,,,7.407337693491721,,,,,14.295589277968986,,6.836300544356922
BASE-20250208-066,baseline,2025-02-08,24,,,,,,,,,,,,,,,7.104241064958749,,,,,25.68721656044894,,12.667104131172275
BASE-20240913-067,baseline,2024-09-13,24,,,,,,,,,,,,,,,9.152779552131449,,,,,30.88117736482733,,3.6328709766159246
BASE-20250621-068,baseline,2025-06-21,24,,,,,,,,,,,,,,,10.411525861235456,,,,,28.212334656130565,,2.502691703090929
BASE-20240831-069,baseline,2024-08-31,24,,,,,,,,,,,,,,,10.386010498109277,,,,,32.40252995966761,,3.8016480577995644
BASE-20250626-070,baseline,2025-06-26,24,,,,,,,,,,,,,,,9.752868391641815,,,,,28.916942545170706,,6.123573192184603
BASE-20250526-071,baseline,2025-05-26,24,,,,,,,,,,,,,,,3.005801638731098,,,,,26.050891040763982,,1.1551550766751189
BASE-20240902-072,baseline,2024-09-02,24,,,,,,,,,,,,,,,6.828606026169995,,,,,12.225538431877911,,8.154614961275419
BASE-20241206-073,baseline,2024-12-06,24,,,,,,,,,,,,,,,4.459317852317003,,,,,14.41994721054018,,8.258578541150253
BASE-20241106-074,baseline,2024-11-06,24,,,,,,,,,,,,,,,6.384403761971905,,,,,25.71928330517031,,4.194430426181436
BASE-20250207-075,baseline,2025-02-07,24,,,,,,,,,,,,,,,10.029061431520145,,,,,17.71762037753911,,5.101349587610618
BASE-20250523-076,baseline,2025-05-23,24,,,,,,,,,,,,,,,8.61122953334918,,,,,23.34198343630266,,8.255479160752083
BASE-20250306-077,baseline,2025-03-06,24,,,,,,,,,,,,,,,5.600289462703849,,,,,13.422110220855789,,13.356827076940622
BASE-20241023-078,baseline,2024-10-23,24,,,,,,,,,,,,,,,5.683767731462065,,,,,32.83086068086547,,2.597544377671984
BASE-20241203-079,baseline,2024-12-03,24,,,,,,,,,,,,,,,2.3601786232936255,,,,,23.65225482485702,,10.691562539088935
BASE-20250715-080,baseline,2025-07-15,24,,,,,,,,,,,,,,,7.561654095021302,,,,,19.03969045474445,,9.708110246785806
BASE-20240923-081,baseline,2024-09-23,24,,,,,,,,,,,,,,,2.1491483805290676,,,,,13.131121345880358,,9.902103229993212
BASE-20250513-082,baseline,2025-05-13,24,,,,,,,,,,,,,,,10.050058595602684,,,,,27.549928875314208,,3.507257318897373
BASE-20240817-083,baseline,2024-08-17,24,,,,,,,,,,,,,,,6.29186988410977,,,,,32.818823704200454,,13.214007233462299
BASE-20241211-084,baseline,2024-12-11,24,,,,,,,,,,,,,,,3.832420080295705,,,,,30.53299734027652,,1.6268248684958844
HURR-20260611-085,hurricane,2026-06-11,72,-85.05918383648196,28.87197027302652,42.70778166611508,1.3552763853031307,17.2679528848969,3.2685301724068383,9.506473619962785,4.322892839262666,5.0,,,,,,,,,,,,,
HURR-20251231-086,hurricane,2025-12-31,72,-83.87381362711277,33.7513241335041,41.21731923839698,1.537208554066055,31.498098843763938,-30.832058990998306,16.454653615924183,3.4058042357222935,6.0,,,,,,,,,,,,,
HEAT-20260422-087,heatwave,2026-04-22,120,,,,,,,,,,39.836624048858305,2.3424363422863457,29.65693542865848,0.6915355209014217,5.0,1.6129005919633874,,,,,,,
HEAT-20260422-088,heatwave,2026-04-22,168,,,,,,,,,,37.91177311151545,3.899749944935249,29.438129758220114,0.7396475739010873,7.0,2.883675832473143,,,,,,,
HEAT-20260120-089,heatwave,2026-01-20,168,,,,,,,,,,40.41713724078432,3.758875649883905,26.23503718469778,0.7589817950117491,7.0,1.6881006254534343,,,,,,,
HEAT-20260406-090,heatwave,2026-04-06,144,,,,,,,,,,39.16117704806863,3.6663849156003803,26.21435765203148,0.5316784074731998,6.0,2.2754422665569916,,,,,,,
HEAT-20251230-091,heatwave,2025-12-30,168,,,,,,,,,,40.73493040605854,2.7524393424443367,26.628942560796148,0.6376515059936392,7.0,3.5659023870284594,,,,,,,
INLA-20260203-092,inland_flood,2026-02-03,36,,,,,,,,,,,,,,,12.297432516530732,30.973975285049303,-84.97722316649185,0.367836818720148,110.02191791318958,,,
INLA-20260115-093,inland_flood,2026-01-15,36,,,,,,,,,,,,,,,12.361252387605736,30.784115998909815,-84.4465652415487,0.9343432343644135,305.485692950575,,,
INLA-20260524-094,inland_flood,2026-05-24,36,,,,,,,,,,,,,,,19.304218288601376,31.58619824889225,-85.14805736736074,0.38943644526465004,270.0386467401301,,,
INLA-20250907-095,inland_flood,2025-09-07,36,,,,,,,,,,,,,,,14.274090998037376,31.986615774320118,-84.99022311047538,0.6738662520160166,280.0328592800438,,,
INLA-20250812-096,inland_flood,2025-08-12,36,,,,,,,,,,,,,,,13.278833433356972,30.964160692094087,-83.93231135219968,0.713490943942682,378.8797327523171,,,
INLA-20250807-097,inland_flood,2025-08-07,36,,,,,,,,,,,,,,,21.278213704957064,31.106481512968248,-84.74761910226547,0.5831939068981423,220.21526425409385,,,
WILD-20251009-098,wildfire,2025-10-09,48,,,,,,,,,,,,,0.22721985849350815,,15.350307787712236,32.77968939339506,-82.52082953983302,1.0343507765242435,,39.63523242513339,0.7756058496264527,
WILD-20260424-099,wildfire,2026-04-24,48,,,,,,,,,,,,,0.18270736257488326,,11.658027836281175,31.738862523542746,-84.15085402761453,0.5589628206477945,,34.400948148008005,0.7601945654305841,
WILD-20260301-100,wildfire,2026-03-01,48,,,,,,,,,,,,,0.10630477305393783,,14.650725387824366,30.976289668578204,-84.47561441699195,1.0890133940940494,,34.0475249072324,0.7801512893164786,
BASE-20251018-101,baseline,2025-10-18,24,,,,,,,,,,,,,,,4.629487650856019,,,,,29.28749413997788,,12.08938890477729
BASE-20250811-102,baseline,2025-08-11,24,,,,,,,,,,,,,,,7.940193173554501,,,,,28.49700846654127,,12.43590852650579
BASE-20260129-103,baseline,2026-01-29,24,,,,,,,,,,,,,,,4.409811536179851,,,,,19.044954010941446,,2.7583187974170076
BASE-20260730-104,baseline,2026-07-30,24,,,,,,,,,,,,,,,7.790927117535682,,,,,27.595790217946618,,0.7513262321442125
BASE-20251121-105,baseline,2025-11-21,24,,,,,,,,,,,,,,,9.252249448539454,,,,,23.330453296884308,,13.637102729753122
BASE-20251013-106,baseline,2025-10-13,24,,,,,,,,,,,,,,,5.133108798753465,,,,,28.7862992559507,,8.417209411722409
BASE-20251205-107,baseline,2025-12-05,24,,,,,,,,,,,,,,,5.195810154140887,,,,,18.58892012302146,,8.583452770655288
BASE-20260223-108,baseline,2026-02-23,24,,,,,,,,,,,,,,,3.2656224616365077,,,,,20.945911356256783,,2.1833509180229225
BASE-20260327-109,baseline,2026-03-27,24,,,,,,,,,,,,,,,3.1716299940144834,,,,,14.930424964336478,,7.622245972130465
BASE-20250928-110,baseline,2025-09-28,24,,,,,,,,,,,,,,,9.725858551550234,,,,,27.77428768878703,,11.839145862469731
BASE-20260619-111,baseline,2026-06-19,24,,,,,,,,,,,,,,,5.117889597809797,,,,,13.875052174089495,,8.90487020232801
BASE-20251009-112,baseline,2025-10-09,24,,,,,,,,,,,,,,,2.389810796744487,,,,,30.93923533833859,,4.6612584702331255
BASE-20260307-113,baseline,2026-03-07,24,,,,,,,,,,,,,,,10.01610170780131,,,,,23.290536567180236,,8.543766693342663
BASE-20260109-114,baseline,2026-01-09,24,,,,,,,,,,,,,,,7.626475617468515,,,,,15.138438296079432,,5.268453358725924
BASE-20251028-115,baseline,2025-10-28,24,,,,,,,,,,,,,,,10.558344213729967,,,,,20.564667985946446,,0.2062337768985254
BASE-20260104-116,baseline,2026-01-04,24,,,,,,,,,,,,,,,7.2623792500509525,,,,,12.377966682550808,,12.032687475534042
BASE-20260124-117,baseline,2026-01-24,24,,,,,,,,,,,,,,,9.430731074468172,,,,,20.31121298276776,,9.40883751985255
BASE-20260526-118,baseline,2026-05-26,24,,,,,,,,,,,,,,,8.381829224608794,,,,,32.58404751028416,,0.9547525733069278
BASE-20251221-119,baseline,2025-12-21,24,,,,,,,,,,,,,,,9.86752817347406,,,,,26.30781672378061,,0.1344113073334552
BASE-20260531-120,baseline,2026-05-31,24,,,,,,,,,,,,,,,6.856814702244105,,,,,20.9684071513795,,11.128085363941102
BASE-20260608-121,baseline,2026-06-08,24,,,,,,,,,,,,,,,8.574071671895918,,,,,23.983046518294493,,10.01124505631532
BASE-20260207-122,baseline,2026-02-07,24,,,,,,,,,,,,,,,9.830627201713947,,,,,32.538837043612624,,10.672984103243756
BASE-20260423-123,baseline,2026-04-23,24,,,,,,,,,,,,,,,6.428420696177997,,,,,32.340365779124895,,0.15323777385915438
BASE-20260119-124,baseline,2026-01-19,24,,,,,,,,,,,,,,,2.9153898274389074,,,,,26.09331219221855,,2.6176107580840977
BASE-20260421-125,baseline,2026-04-21,24,,,,,,,,,,,,,,,10.08461081750279,,,,,21.43250706037464,,3.4053981492730014
BASE-20260731-126,baseline,2026-07-31,24,,,,,,,,,,,,,,,2.1115933249877648,,,,,32.2101902335762,,13.684235338612165
