scenario_id,hazard,asset_id,bucket,timestamp,failure_type,restore_hours,is_functional
HURR-20240531-001,hurricane,DFR-01989,6,2024-06-01 12:00:00,physical,5.3,False
HURR-20240531-001,hurricane,PMP-02254,6,2024-06-01 12:00:00,physical,40.1,False
HURR-20240531-001,hurricane,PMP-02283,6,2024-06-01 12:00:00,physical,74.7,False
HURR-20240531-001,hurricane,PMP-02346,6,2024-06-01 12:00:00,physical,57.5,False
HURR-20240531-001,hurricane,PMP-02354,6,2024-06-01 12:00:00,physical,17.6,False
HURR-20240531-001,hurricane,PMP-02401,6,2024-06-01 12:00:00,physical,36.4,False
HURR-20240531-001,hurricane,WTP-02219,6,2024-06-01 12:00:00,physical,126.0,False
HURR-20240531-001,hurricane,PMP-02411,6,2024-06-01 12:00:00,physical,36.2,False
HURR-20240531-001,hurricane,PMP-02455,6,2024-06-01 12:00:00,physical,30.4,False
HURR-20240531-001,hurricane,WMN-03444,6,2024-06-01 12:00:00,physical,19.1,False
HURR-20240531-001,hurricane,INT-03502,6,2024-06-01 12:00:00,physical,24.4,False
HURR-20240531-001,hurricane,INT-03504,6,2024-06-01 12:00:00,physical,13.5,False
HURR-20240531-001,hurricane,PMP-02451,6,2024-06-01 12:00:00,physical,25.9,False
HURR-20240531-001,hurricane,DFR-01971,6,2024-06-01 12:00:00,physical,15.0,False
HURR-20240531-001,hurricane,WTP-02218,6,2024-06-01 12:00:00,physical,75.4,False
HURR-20240531-001,hurricane,RCL-02197,6,2024-06-01 12:00:00,physical,17.6,False
HURR-20240531-001,hurricane,DFR-01992,6,2024-06-01 12:00:00,physical,5.7,False
HURR-20240531-001,hurricane,DFR-02000,6,2024-06-01 12:00:00,physical,4.0,False
HURR-20240531-001,hurricane,DFR-02008,6,2024-06-01 12:00:00,physical,35.0,False
HURR-20240531-001,hurricane,RCL-02028,6,2024-06-01 12:00:00,physical,9.2,False
HURR-20240531-001,hurricane,RCL-02045,6,2024-06-01 12:00:00,physical,9.7,False
HURR-20240531-001,hurricane,RCL-02046,6,2024-06-01 12:00:00,physical,19.9,False
HURR-20240531-001,hurricane,RCL-02206,6,2024-06-01 12:00:00,physical,8.6,False
HURR-20240531-001,hurricane,DFR-01570,6,2024-06-01 12:00:00,physical,18.9,False
HURR-20240531-001,hurricane,RCL-02074,6,2024-06-01 12:00:00,physical,18.6,False
HURR-20240531-001,hurricane,RCL-02092,6,2024-06-01 12:00:00,physical,9.9,False
HURR-20240531-001,hurricane,RCL-02097,6,2024-06-01 12:00:00,physical,14.5,False
HURR-20240531-001,hurricane,RCL-02124,6,2024-06-01 12:00:00,physical,11.2,False
HURR-20240531-001,hurricane,RCL-02148,6,2024-06-01 12:00:00,physical,5.5,False
HURR-20240531-001,hurricane,RCL-02165,6,2024-06-01 12:00:00,physical,7.4,False
HURR-20240531-001,hurricane,RCL-02071,6,2024-06-01 12:00:00,physical,15.4,False
HURR-20240531-001,hurricane,DFR-01565,6,2024-06-01 12:00:00,physical,18.3,False
HURR-20240531-001,hurricane,DFR-01771,6,2024-06-01 12:00:00,physical,4.0,False
HURR-20240531-001,hurricane,DFR-01560,6,2024-06-01 12:00:00,physical,9.3,False
HURR-20240531-001,hurricane,TLS-00749,6,2024-06-01 12:00:00,physical,9.1,False
HURR-20240531-001,hurricane,TLS-00751,6,2024-06-01 12:00:00,physical,35.2,False
HURR-20240531-001,hurricane,TLS-00826,6,2024-06-01 12:00:00,physical,11.9,False
HURR-20240531-001,hurricane,TLS-00841,6,2024-06-01 12:00:00,physical,10.5,False
HURR-20240531-001,hurricane,TLS-00842,6,2024-06-01 12:00:00,physical,16.9,False
HURR-20240531-001,hurricane,TLS-00871,6,2024-06-01 12:00:00,physical,11.4,False
HURR-20240531-001,hurricane,TLS-00729,6,2024-06-01 12:00:00,physical,20.2,False
HURR-20240531-001,hurricane,TLS-00904,6,2024-06-01 12:00:00,physical,22.4,False
HURR-20240531-001,hurricane,TLS-00942,6,2024-06-01 12:00:00,physical,18.2,False
HURR-20240531-001,hurricane,TLS-00956,6,2024-06-01 12:00:00,physical,16.7,False
HURR-20240531-001,hurricane,TLS-00959,6,2024-06-01 12:00:00,physical,27.6,False
HURR-20240531-001,hurricane,TLS-00975,6,2024-06-01 12:00:00,physical,8.1,False
HURR-20240531-001,hurricane,TLS-00989,6,2024-06-01 12:00:00,physical,24.9,False
HURR-20240531-001,hurricane,TLS-01069,6,2024-06-01 12:00:00,physical,10.9,False
HURR-20240531-001,hurricane,TLS-00929,6,2024-06-01 12:00:00,physical,16.0,False
HURR-20240531-001,hurricane,TLS-00716,6,2024-06-01 12:00:00,physical,6.6,False
HURR-20240531-001,hurricane,TLS-00663,6,2024-06-01 12:00:00,physical,11.5,False
HURR-20240531-001,hurricane,TLS-00644,6,2024-06-01 12:00:00,physical,18.0,False
HURR-20240531-001,hurricane,TSS-00035,6,2024-06-01 12:00:00,physical,49.1,False
HURR-20240531-001,hurricane,DSS-00083,6,2024-06-01 12:00:00,physical,14.9,False
HURR-20240531-001,hurricane,DSS-00114,6,2024-06-01 12:00:00,physical,26.5,False
HURR-20240531-001,hurricane,DFR-01563,6,2024-06-01 12:00:00,physical,7.1,False
HURR-20240531-001,hurricane,TLS-00413,6,2024-06-01 12:00:00,physical,10.4,False
HURR-20240531-001,hurricane,TLS-00427,6,2024-06-01 12:00:00,physical,16.6,False
HURR-20240531-001,hurricane,TLS-00480,6,2024-06-01 12:00:00,physical,11.5,False
HURR-20240531-001,hurricane,TLS-00516,6,2024-06-01 12:00:00,physical,10.6,False
HURR-20240531-001,hurricane,TLS-00545,6,2024-06-01 12:00:00,physical,15.7,False
HURR-20240531-001,hurricane,TLS-00559,6,2024-06-01 12:00:00,physical,16.3,False
HURR-20240531-001,hurricane,TLS-00587,6,2024-06-01 12:00:00,physical,5.4,False
HURR-20240531-001,hurricane,TLS-00597,6,2024-06-01 12:00:00,physical,19.0,False
HURR-20240531-001,hurricane,TLS-00611,6,2024-06-01 12:00:00,physical,11.3,False
HURR-20240531-001,hurricane,TLS-00624,6,2024-06-01 12:00:00,physical,13.7,False
HURR-20240531-001,hurricane,TLS-01091,6,2024-06-01 12:00:00,physical,29.7,False
HURR-20240531-001,hurricane,TLS-01116,6,2024-06-01 12:00:00,physical,10.9,False
HURR-20240531-001,hurricane,DSS-00380,6,2024-06-01 12:00:00,physical,42.9,False
HURR-20240531-001,hurricane,TLS-01139,6,2024-06-01 12:00:00,physical,17.9,False
HURR-20240531-001,hurricane,DFR-01427,6,2024-06-01 12:00:00,physical,12.6,False
HURR-20240531-001,hurricane,DFR-01428,6,2024-06-01 12:00:00,physical,17.9,False
HURR-20240531-001,hurricane,DFR-01430,6,2024-06-01 12:00:00,physical,19.4,False
HURR-20240531-001,hurricane,DFR-01432,6,2024-06-01 12:00:00,physical,16.7,False
HURR-20240531-001,hurricane,DFR-01440,6,2024-06-01 12:00:00,physical,16.5,False
HURR-20240531-001,hurricane,DFR-01466,6,2024-06-01 12:00:00,physical,19.3,False
HURR-20240531-001,hurricane,DFR-01416,6,2024-06-01 12:00:00,physical,18.8,False
HURR-20240531-001,hurricane,DFR-01475,6,2024-06-01 12:00:00,physical,9.0,False
HURR-20240531-001,hurricane,DFR-01508,6,2024-06-01 12:00:00,physical,12.6,False
HURR-20240531-001,hurricane,DFR-01517,6,2024-06-01 12:00:00,physical,8.2,False
HURR-20240531-001,hurricane,DFR-01541,6,2024-06-01 12:00:00,physical,13.4,False
HURR-20240531-001,hurricane,DFR-01543,6,2024-06-01 12:00:00,physical,22.7,False
HURR-20240531-001,hurricane,DFR-01545,6,2024-06-01 12:00:00,physical,7.0,False
HURR-20240531-001,hurricane,TLS-01117,6,2024-06-01 12:00:00,physical,11.9,False
HURR-20240531-001,hurricane,DFR-01481,6,2024-06-01 12:00:00,physical,20.5,False
HURR-20240531-001,hurricane,DFR-01412,6,2024-06-01 12:00:00,physical,33.8,False
HURR-20240531-001,hurricane,DFR-01434,6,2024-06-01 12:00:00,physical,9.1,False
HURR-20240531-001,hurricane,DFR-01401,6,2024-06-01 12:00:00,physical,10.4,False
HURR-20240531-001,hurricane,TLS-01234,6,2024-06-01 12:00:00,physical,7.9,False
HURR-20240531-001,hurricane,DFR-01409,6,2024-06-01 12:00:00,physical,11.3,False
HURR-20240531-001,hurricane,TLS-01239,6,2024-06-01 12:00:00,physical,8.3,False
HURR-20240531-001,hurricane,TLS-01256,6,2024-06-01 12:00:00,physical,27.2,False
HURR-20240531-001,hurricane,TLS-01263,6,2024-06-01 12:00:00,physical,13.2,False
HURR-20240531-001,hurricane,TLS-01290,6,2024-06-01 12:00:00,physical,8.3,False
HURR-20240531-001,hurricane,DFR-01313,6,2024-06-01 12:00:00,physical,22.2,False
HURR-20240531-001,hurricane,DFR-01327,6,2024-06-01 12:00:00,physical,10.8,False
HURR-20240531-001,hurricane,TLS-01237,6,2024-06-01 12:00:00,physical,13.6,False
HURR-20240531-001,hurricane,DFR-01337,6,2024-06-01 12:00:00,physical,35.2,False
HURR-20240531-001,hurricane,DFR-01396,6,2024-06-01 12:00:00,physical,12.7,False
HURR-20240531-001,hurricane,DFR-01349,6,2024-06-01 12:00:00,physical,16.7,False
HURR-20240531-001,hurricane,DFR-01351,6,2024-06-01 12:00:00,physical,10.4,False
HURR-20240531-001,hurricane,DFR-01372,6,2024-06-01 12:00:00,physical,10.8,False
HURR-20240531-001,hurricane,DFR-01329,6,2024-06-01 12:00:00,physical,10.7,False
HURR-20240531-001,hurricane,PMP-02395,7,2024-06-01 18:00:00,physical,34.9,False
HURR-20240531-001,hurricane,PMP-02399,7,2024-06-01 18:00:00,physical,22.4,False
HURR-20240531-001,hurricane,PMP-02405,7,2024-06-01 18:00:00,physical,49.5,False
HURR-20240531-001,hurricane,PMP-02416,7,2024-06-01 18:00:00,physical,51.2,False
HURR-20240531-001,hurricane,PMP-02497,7,2024-06-01 18:00:00,physical,37.6,False
HURR-20240531-001,hurricane,PMP-02482,7,2024-06-01 18:00:00,physical,54.2,False
HURR-20240531-001,hurricane,PMP-02513,7,2024-06-01 18:00:00,physical,48.8,False
HURR-20240531-001,hurricane,WMN-03043,7,2024-06-01 18:00:00,physical,20.0,False
HURR-20240531-001,hurricane,WMN-03299,7,2024-06-01 18:00:00,physical,22.1,False
HURR-20240531-001,hurricane,WMN-03345,7,2024-06-01 18:00:00,physical,16.1,False
HURR-20240531-001,hurricane,PMP-02352,7,2024-06-01 18:00:00,physical,49.1,False
HURR-20240531-001,hurricane,PMP-02290,7,2024-06-01 18:00:00,physical,21.4,False
HURR-20240531-001,hurricane,PMP-02291,7,2024-06-01 18:00:00,physical,52.6,False
HURR-20240531-001,hurricane,DSS-00080,7,2024-06-01 18:00:00,physical,52.6,False
HURR-20240531-001,hurricane,DSS-00241,7,2024-06-01 18:00:00,physical,15.3,False
HURR-20240531-001,hurricane,DSS-00357,7,2024-06-01 18:00:00,physical,25.8,False
HURR-20240531-001,hurricane,DSS-00389,7,2024-06-01 18:00:00,physical,30.3,False
HURR-20240531-001,hurricane,TLS-00554,7,2024-06-01 18:00:00,physical,12.9,False
HURR-20240531-001,hurricane,TLS-00482,7,2024-06-01 18:00:00,physical,12.7,False
HURR-20240531-001,hurricane,RCL-02177,7,2024-06-01 18:00:00,physical,8.6,False
HURR-20240531-001,hurricane,WTP-02215,7,2024-06-01 18:00:00,physical,41.2,False
HURR-20240531-001,hurricane,PMP-02247,7,2024-06-01 18:00:00,physical,37.3,False
HURR-20240531-001,hurricane,PMP-02273,7,2024-06-01 18:00:00,physical,36.9,False
HURR-20240531-001,hurricane,PMP-02289,7,2024-06-01 18:00:00,physical,19.3,False
HURR-20240531-001,hurricane,TLS-00795,7,2024-06-01 18:00:00,physical,10.9,False
HURR-20240531-001,hurricane,WMN-02755,8,2024-06-02 00:00:00,physical,20.9,False
HURR-20240531-001,hurricane,PMP-02294,8,2024-06-02 00:00:00,physical,42.6,False
HURR-20240531-001,hurricane,WMN-02859,9,2024-06-02 06:00:00,physical,13.9,False
HURR-20240531-001,hurricane,PMP-02419,9,2024-06-02 06:00:00,physical,31.1,False
HURR-20240531-001,hurricane,WTP-02217,9,2024-06-02 06:00:00,physical,66.2,False
HURR-20240531-001,hurricane,DFR-01472,9,2024-06-02 06:00:00,physical,3.9,False
HURR-20240531-001,hurricane,DSS-00396,10,2024-06-02 12:00:00,physical,28.9,False
HURR-20240531-001,hurricane,PMP-02260,10,2024-06-02 12:00:00,physical,24.5,False
HURR-20240531-001,hurricane,PMP-02285,10,2024-06-02 12:00:00,physical,29.8,False
HURR-20240531-001,hurricane,WMN-02716,10,2024-06-02 12:00:00,physical,48.9,False
HURR-20240531-001,hurricane,WMN-03315,11,2024-06-02 18:00:00,physical,32.6,False
HURR-20240531-001,hurricane,PMP-02433,11,2024-06-02 18:00:00,physical,37.2,False
HURR-20240531-001,hurricane,WMN-02949,11,2024-06-02 18:00:00,physical,26.2,False
HURR-20240531-001,hurricane,PMP-02343,11,2024-06-02 18:00:00,functional_power_loss,50.0,True
HURR-20240531-001,hurricane,PMP-02505,7,2024-06-01 18:00:00,functional_power_loss,26.5,True
HURR-20240531-001,hurricane,PMP-02308,6,2024-06-01 12:00:00,functional_power_loss,31.9,True
HURR-20240531-001,hurricane,PMP-02332,6,2024-06-01 12:00:00,functional_power_loss,51.3,True
HURR-20240225-002,hurricane,DSS-00165,2,2024-02-25 12:00:00,physical,19.3,False
HURR-20240225-002,hurricane,WMN-03009,2,2024-02-25 12:00:00,physical,16.7,False
HURR-20240225-002,hurricane,DFR-01507,3,2024-02-25 18:00:00,physical,5.6,False
HURR-20240225-002,hurricane,DSS-00304,4,2024-02-26 00:00:00,physical,62.2,False
HURR-20240225-002,hurricane,WMN-03328,4,2024-02-26 00:00:00,physical,16.8,False
HURR-20240225-002,hurricane,PMP-02346,5,2024-02-26 06:00:00,physical,22.8,False
HURR-20240225-002,hurricane,WMN-03107,6,2024-02-26 12:00:00,physical,25.1,False
HURR-20240225-002,hurricane,WMN-02987,6,2024-02-26 12:00:00,physical,21.0,False
HURR-20240225-002,hurricane,DFR-01989,6,2024-02-26 12:00:00,physical,8.3,False
HURR-20240225-002,hurricane,DFR-01435,6,2024-02-26 12:00:00,physical,16.4,False
HURR-20240225-002,hurricane,TLS-01284,6,2024-02-26 12:00:00,physical,6.2,False
HURR-20240225-002,hurricane,DFR-01508,6,2024-02-26 12:00:00,physical,8.7,False
HURR-20240225-002,hurricane,DFR-01966,7,2024-02-26 18:00:00,physical,5.6,False
HURR-20240225-002,hurricane,PMP-02354,8,2024-02-27 00:00:00,physical,28.3,False
HURR-20240225-002,hurricane,WMN-03214,9,2024-02-27 06:00:00,physical,15.0,False
HURR-20240225-002,hurricane,PMP-02487,9,2024-02-27 06:00:00,physical,25.8,False
HURR-20240225-002,hurricane,WMN-02760,9,2024-02-27 06:00:00,physical,31.9,False
HURR-20240225-002,hurricane,WMN-02763,9,2024-02-27 06:00:00,physical,11.4,False
HURR-20240225-002,hurricane,WMN-02708,11,2024-02-27 18:00:00,physical,10.0,False
HEAT-20240123-003,heatwave,WMN-02942,2,2024-01-23 12:00:00,physical,18.0,False
HEAT-20240123-003,heatwave,WMN-03452,2,2024-01-23 12:00:00,physical,11.7,False
HEAT-20240123-003,heatwave,WMN-02696,3,2024-01-23 18:00:00,physical,21.8,False
HEAT-20240123-003,heatwave,TLS-00629,4,2024-01-24 00:00:00,physical,11.6,False
HEAT-20240123-003,heatwave,WMN-03154,4,2024-01-24 00:00:00,physical,17.3,False
HEAT-20240123-003,heatwave,DFR-01423,5,2024-01-24 06:00:00,physical,8.4,False
HEAT-20240123-003,heatwave,PMP-02309,5,2024-01-24 06:00:00,physical,11.8,False
HEAT-20240123-003,heatwave,WMN-02789,5,2024-01-24 06:00:00,physical,23.7,False
HEAT-20240123-003,heatwave,DSS-00324,6,2024-01-24 12:00:00,physical,21.4,False
HEAT-20240123-003,heatwave,DSS-00364,6,2024-01-24 12:00:00,physical,22.8,False
HEAT-20240123-003,heatwave,DSS-00394,7,2024-01-24 18:00:00,physical,24.8,False
HEAT-20240123-003,heatwave,WMN-02896,7,2024-01-24 18:00:00,physical,19.0,False
HEAT-20240123-003,heatwave,WMN-03214,7,2024-01-24 18:00:00,physical,28.5,False
HEAT-20240123-003,heatwave,WMN-02815,8,2024-01-25 00:00:00,physical,25.6,False
HEAT-20240123-003,heatwave,DSS-00080,10,2024-01-25 12:00:00,physical,41.6,False
HEAT-20240123-003,heatwave,DSS-00082,10,2024-01-25 12:00:00,physical,33.4,False
HEAT-20240123-003,heatwave,DSS-00093,10,2024-01-25 12:00:00,physical,23.0,False
HEAT-20240123-003,heatwave,DSS-00258,10,2024-01-25 12:00:00,physical,19.9,False
HEAT-20240123-003,heatwave,DFR-01874,11,2024-01-25 18:00:00,physical,11.2,False
HEAT-20240123-003,heatwave,DFR-01327,12,2024-01-26 00:00:00,physical,7.3,False
HEAT-20240123-003,heatwave,WMN-03085,13,2024-01-26 06:00:00,physical,15.3,False
HEAT-20240123-003,heatwave,WMN-03322,13,2024-01-26 06:00:00,physical,8.8,False
HEAT-20240123-003,heatwave,WMN-03381,13,2024-01-26 06:00:00,physical,24.3,False
HEAT-20240123-003,heatwave,WMN-02877,14,2024-01-26 12:00:00,physical,16.0,False
HEAT-20240123-003,heatwave,PMP-02474,14,2024-01-26 12:00:00,physical,19.7,False
HEAT-20240123-003,heatwave,PMP-02349,14,2024-01-26 12:00:00,physical,45.3,False
HEAT-20240123-003,heatwave,DSS-00145,14,2024-01-26 12:00:00,physical,33.6,False
HEAT-20240123-003,heatwave,DSS-00106,14,2024-01-26 12:00:00,physical,17.8,False
HEAT-20240123-003,heatwave,DSS-00072,14,2024-01-26 12:00:00,physical,24.1,False
HEAT-20240123-003,heatwave,DSS-00066,14,2024-01-26 12:00:00,physical,25.7,False
HEAT-20240123-003,heatwave,TSS-00018,14,2024-01-26 12:00:00,physical,62.1,False
HEAT-20240123-003,heatwave,DSS-00342,15,2024-01-26 18:00:00,physical,12.3,False
HEAT-20240123-003,heatwave,PMP-02346,15,2024-01-26 18:00:00,physical,27.1,False
HEAT-20240123-003,heatwave,TLS-00979,17,2024-01-27 06:00:00,physical,7.3,False
HEAT-20240123-003,heatwave,WMN-02776,18,2024-01-27 12:00:00,physical,19.7,False
HEAT-20240123-003,heatwave,PMP-02519,18,2024-01-27 12:00:00,physical,34.4,False
HEAT-20240123-003,heatwave,DSS-00406,18,2024-01-27 12:00:00,physical,13.9,False
HEAT-20240123-003,heatwave,DSS-00386,18,2024-01-27 12:00:00,physical,50.8,False
HEAT-20240123-003,heatwave,DSS-00398,18,2024-01-27 12:00:00,physical,20.0,False
HEAT-20240123-003,heatwave,DSS-00336,18,2024-01-27 12:00:00,physical,31.5,False
HEAT-20240123-003,heatwave,DSS-00190,18,2024-01-27 12:00:00,physical,27.5,False
HEAT-20240123-003,heatwave,DSS-00084,18,2024-01-27 12:00:00,physical,36.6,False
HEAT-20240123-003,heatwave,TLS-01191,20,2024-01-28 00:00:00,physical,14.9,False
HEAT-20240123-003,heatwave,DFR-01822,22,2024-01-28 12:00:00,physical,14.0,False
HEAT-20240123-003,heatwave,PMP-02502,22,2024-01-28 12:00:00,physical,29.0,False
HEAT-20240123-003,heatwave,WMN-02775,22,2024-01-28 12:00:00,physical,15.6,False
HEAT-20240123-003,heatwave,WMN-03283,22,2024-01-28 12:00:00,physical,11.7,False
HEAT-20240123-003,heatwave,WMN-02835,23,2024-01-28 18:00:00,physical,26.2,False
HEAT-20240123-003,heatwave,WMN-02807,24,2024-01-29 00:00:00,physical,23.8,False
HEAT-20240123-003,heatwave,WMN-03224,24,2024-01-29 00:00:00,physical,14.9,False
HEAT-20240123-003,heatwave,DFR-01495,25,2024-01-29 06:00:00,physical,10.9,False
HEAT-20240123-003,heatwave,WMN-02812,25,2024-01-29 06:00:00,physical,11.9,False
HEAT-20240123-003,heatwave,PMP-02343,14,2024-01-26 12:00:00,functional_power_loss,33.2,True
HEAT-20240123-003,heatwave,PMP-02230,10,2024-01-25 12:00:00,functional_power_loss,22.1,True
HEAT-20240123-003,heatwave,PMP-02294,10,2024-01-25 12:00:00,functional_power_loss,10.7,True
HEAT-20240123-003,heatwave,PMP-02345,18,2024-01-27 12:00:00,functional_power_loss,30.2,True
HEAT-20240123-003,heatwave,PMP-02358,18,2024-01-27 12:00:00,functional_power_loss,33.3,True
HEAT-20240123-003,heatwave,WTP-02220,15,2024-01-26 18:00:00,functional_power_loss,57.8,True
HEAT-20240123-003,heatwave,PMP-02331,18,2024-01-27 12:00:00,functional_power_loss,23.1,True
HEAT-20240123-003,heatwave,PMP-02301,10,2024-01-25 12:00:00,functional_power_loss,29.7,True
HEAT-20240123-003,heatwave,PMP-02512,6,2024-01-24 12:00:00,functional_power_loss,18.5,True
HEAT-20240123-003,heatwave,PMP-02297,10,2024-01-25 12:00:00,functional_power_loss,13.1,True
HEAT-20240123-003,heatwave,PMP-02422,6,2024-01-24 12:00:00,functional_power_loss,10.8,True
HEAT-20240123-003,heatwave,PMP-02374,18,2024-01-27 12:00:00,functional_power_loss,13.3,True
HEAT-20240123-003,heatwave,PMP-02362,7,2024-01-24 18:00:00,functional_power_loss,20.3,True
HEAT-20240123-003,heatwave,PMP-02334,18,2024-01-27 12:00:00,functional_power_loss,24.0,True
HEAT-20240123-003,heatwave,PMP-02341,18,2024-01-27 12:00:00,functional_power_loss,14.4,True
HEAT-20240415-004,heatwave,WMN-02812,0,2024-04-15 00:00:00,physical,18.6,False
HEAT-20240415-004,heatwave,WMN-03269,0,2024-04-15 00:00:00,physical,9.9,False
HEAT-20240415-004,heatwave,WMN-02949,1,2024-04-15 06:00:00,physical,11.0,False
HEAT-20240415-004,heatwave,DFR-01763,2,2024-04-15 12:00:00,physical,5.1,False
HEAT-20240415-004,heatwave,WMN-03294,3,2024-04-15 18:00:00,physical,14.9,False
HEAT-20240415-004,heatwave,WMN-03354,4,2024-04-16 00:00:00,physical,10.2,False
HEAT-20240415-004,heatwave,WMN-03102,5,2024-04-16 06:00:00,physical,13.5,False
HEAT-20240415-004,heatwave,DSS-00080,6,2024-04-16 12:00:00,physical,9.2,False
HEAT-20240415-004,heatwave,DSS-00336,6,2024-04-16 12:00:00,physical,22.8,False
HEAT-20240415-004,heatwave,DSS-00364,6,2024-04-16 12:00:00,physical,68.6,False
HEAT-20240415-004,heatwave,DSS-00394,6,2024-04-16 12:00:00,physical,14.8,False
HEAT-20240415-004,heatwave,WMN-03243,6,2024-04-16 12:00:00,physical,9.4,False
HEAT-20240415-004,heatwave,WMN-02815,7,2024-04-16 18:00:00,physical,26.1,False
